#Table: J/A+A/594/A85/tablea4.dat (http://cdsarc.cds.unistra.fr)
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     |   |   |   |       |       |       |        |        |        |        |        |        |        |        |        |        |        |        |        |        |        |        |       |        |       |        |       |        |       |        |       |        |       |        |       |        |       |        |     I[|     I[|     I[|     I[
     | ga|   |   |       |      I|      I|    I12C|    I12C|    I12C|    I12C|    I12C|    I12C|    I12C|    I12C|    I13C|    I13C|    I13C|    I13C|    I13C|    I13C|    I13C|    I13C|  IC18O|    IC18|  IC18O|    IC18|  IC18O|    IC18|  IC18O|    IC18|  IC17O|    IC17|  IC17O|    IC17|  IC17O|    IC17|  IC17O|    IC17|CI](3P1|CI](3P1|CI](3P2|CI](3P2
   Rc|mma| hc|psi|  Mdisk|870um10|870um80|O(1-0)10|O(1-0)80|O(2-1)10|O(2-1)80|O(3-2)10|O(3-2)80|O(6-5)10|O(6-5)80|O(1-0)10|O(1-0)80|O(2-1)10|O(2-1)80|O(3-2)10|O(3-2)80|O(6-5)10|O(6-5)80|(1-0)10|O(1-0)80|(2-1)10|O(2-1)80|(3-2)10|O(3-2)80|(6-5)10|O(6-5)80|(1-0)10|O(1-0)80|(2-1)10|O(2-1)80|(3-2)10|O(3-2)80|(6-5)10|O(6-5)80|-3P0)10|-3P0)80|-3P1)10|-3P1)80
-----|---|---|---|-------|-------|-------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|-------|--------|-------|--------|-------|--------|-------|--------|-------|--------|-------|--------|-------|--------|-------|--------|-------|-------|-------|-------
 30.0|1.5|0.2|0.1|0.01000|0.03752|0.02784| 5.99206| 6.65693| 6.02743| 6.49819| 5.22325| 5.61235| 2.48211| 2.50936| 2.15388| 2.40306| 2.81119| 3.17675| 2.60606| 2.91695| 0.97681| 1.06407|0.36532| 0.31342|0.56392| 0.50003|0.57345| 0.49818|0.24372| 0.19151|0.18158| 0.13510|0.31757| 0.26213|0.33532| 0.27842|0.12636| 0.08314|1.74368|1.98183|0.69066|0.77713
 30.0|1.5|0.2|0.1|0.10000|0.14579|0.05722| 9.21791|11.23680| 8.72451|10.56949| 7.57355| 9.08744| 4.00378| 4.17606| 4.37183| 5.04736| 5.11100| 5.85413| 4.64288| 5.23558| 1.79887| 1.98135|1.14111| 1.15617|1.59213| 1.54954|1.52975| 1.44570|0.53827| 0.51712|0.59807| 0.58040|0.93405| 0.92551|0.91973| 0.90292|0.27491| 0.25792|2.46803|2.98975|0.99317|1.19374
 30.0|0.8|0.1|0.2|0.00001|0.00017|0.00686| 0.30581| 0.16311| 0.42737| 0.21136| 0.46263| 0.21829| 0.37110| 0.15428| 0.01331| 0.00542| 0.03853| 0.01549| 0.05651| 0.02191| 0.04765| 0.00990|0.00018| 0.00007|0.00060| 0.00022|0.00102| 0.00032|0.00125| 0.00015|0.00006| 0.00003|0.00021| 0.00008|0.00036| 0.00011|0.00044| 0.00005|0.03844|0.03405|0.03634|0.03005
 30.0|0.8|0.1|0.2|0.00010|0.00121|0.00981| 0.86762| 0.53902| 1.01451| 0.57006| 1.02530| 0.54846| 0.77893| 0.38014| 0.13517| 0.08388| 0.25245| 0.17251| 0.28986| 0.20011| 0.19268| 0.11476|0.00861|-0.00047|0.02247|-0.00076|0.03055|-0.00099|0.02506|-0.00324|0.00309|-0.00017|0.00910|-0.00050|0.01364|-0.00087|0.01162|-0.00158|0.08755|0.07944|0.07454|0.06376
 30.0|0.8|0.1|0.2|0.00050|0.00533|0.01196| 1.38108| 0.88749| 1.54283| 0.91029| 1.53315| 0.86395| 1.15883| 0.60345| 0.35223| 0.26649| 0.52769| 0.39939| 0.55986| 0.41643| 0.35541| 0.24929|0.05828| 0.02647|0.11199| 0.05372|0.12818| 0.06072|0.08232| 0.03001|0.02430| 0.01034|0.05712| 0.02475|0.07094| 0.03013|0.04261| 0.01164|0.13361|0.12208|0.11157|0.09749
 30.0|0.8|0.1|0.2|0.00100|0.00958|0.01313| 1.57970| 1.03252| 1.73393| 1.04473| 1.71414| 0.98387| 1.30149| 0.68351| 0.46411| 0.36296| 0.65825| 0.50441| 0.68466| 0.51335| 0.43126| 0.30895|0.10228| 0.05748|0.17113| 0.09869|0.18639| 0.10429|0.11335| 0.05316|0.04697| 0.02432|0.09617| 0.05143|0.11100| 0.05856|0.06060| 0.02320|0.15240|0.14012|0.12430|0.11010
 30.0|0.8|0.1|0.2|0.00500|0.03161|0.01784| 2.14923| 1.42771| 2.30874| 1.40858| 2.25312| 1.30661| 1.68430| 0.89664| 0.74717| 0.58740| 0.98312| 0.74579| 0.99485| 0.73643| 0.61157| 0.44078|0.23003| 0.15086|0.32947| 0.20776|0.34177| 0.20585|0.19521| 0.11102|0.12679| 0.07577|0.20628| 0.12734|0.22066| 0.13406|0.11031| 0.05852|0.20648|0.19513|0.15890|0.15026
 30.0|0.8|0.1|0.2|0.01000|0.04731|0.02081| 2.38497| 1.59098| 2.51877| 1.54715| 2.44092| 1.42468| 1.82253| 0.96942| 0.89423| 0.69772| 1.13637| 0.85749| 1.13503| 0.83578| 0.69074| 0.49710|0.30707| 0.20248|0.41826| 0.26096|0.42485| 0.25377|0.23344| 0.13752|0.17610| 0.10930|0.26797| 0.16924|0.27904| 0.17319|0.13302| 0.07649|0.21256|0.20598|0.15749|0.15645
 30.0|0.8|0.1|0.2|0.10000|0.12150|0.03299| 3.08833| 2.10465| 3.17429| 2.00570| 3.04252| 1.82408| 2.25595| 1.19265| 1.31729| 1.03386| 1.58084| 1.19039| 1.54727| 1.13104| 0.91013| 0.64707|0.50533| 0.37034|0.65035| 0.43632|0.64547| 0.41311|0.33114| 0.21690|0.30299| 0.22583|0.42470| 0.30842|0.42985| 0.30254|0.19109| 0.13288|0.28189|0.29704|0.17976|0.20356
 30.0|1.0|0.1|0.2|0.00001|0.00018|0.00653| 0.30465| 0.16552| 0.43093| 0.21903| 0.46304| 0.22549| 0.35129| 0.15110| 0.01293| 0.00485| 0.03676| 0.01379| 0.05308| 0.01923| 0.04305| 0.00728|0.00023| 0.00008|0.00074| 0.00023|0.00124| 0.00032|0.00150| 0.00012|0.00008| 0.00003|0.00026| 0.00008|0.00044| 0.00011|0.00055| 0.00005|0.04043|0.03600|0.03627|0.03013
 30.0|1.0|0.1|0.2|0.00010|0.00127|0.00933| 0.97890| 0.61369| 1.14968| 0.65641| 1.14600| 0.62904| 0.79376| 0.40967| 0.13422| 0.08380| 0.25737| 0.17829| 0.29495| 0.20689| 0.18251| 0.10787|0.00773|-0.00073|0.01955|-0.00165|0.02614|-0.00227|0.02103|-0.00367|0.00281|-0.00026|0.00811|-0.00077|0.01195|-0.00127|0.01001|-0.00158|0.11124|0.10304|0.08709|0.07689
 30.0|1.0|0.1|0.2|0.00050|0.00527|0.01153| 1.62980| 1.06116| 1.80838| 1.09017| 1.76850| 1.02516| 1.23188| 0.67067| 0.38121| 0.29447| 0.58888| 0.45702| 0.62213| 0.47474| 0.36610| 0.26282|0.05239| 0.02171|0.10106| 0.04567|0.11584| 0.05218|0.07280| 0.02417|0.02187| 0.00828|0.05108| 0.02031|0.06333| 0.02485|0.03731| 0.00875|0.19015|0.17689|0.13922|0.12482
 30.0|1.0|0.1|0.2|0.00100|0.00920|0.01275| 1.94472| 1.28067| 2.11402| 1.29324| 2.04851| 1.20356| 1.42981| 0.78099| 0.51374| 0.41186| 0.75252| 0.59090| 0.78062| 0.59887| 0.45575| 0.33404|0.09519| 0.05198|0.16433| 0.09341|0.18019| 0.09979|0.10625| 0.04853|0.04304| 0.02134|0.08959| 0.04687|0.10425| 0.05399|0.05560| 0.02037|0.21489|0.20054|0.15437|0.13951
 30.0|1.0|0.1|0.2|0.00500|0.02965|0.01794| 2.78688| 1.86539| 2.95752| 1.83665| 2.83352| 1.68391| 1.95442| 1.07960| 0.92191| 0.74057| 1.23698| 0.95513| 1.23905| 0.93230| 0.70216| 0.51534|0.24172| 0.16126|0.35942| 0.22757|0.37499| 0.22519|0.20269| 0.11399|0.12842| 0.07822|0.21659| 0.13551|0.23371| 0.14270|0.11116| 0.05799|0.30916|0.29370|0.20954|0.19826
 30.0|1.0|0.1|0.2|0.01000|0.04467|0.02108| 3.21222| 2.15381| 3.36487| 2.09363| 3.20057| 1.90809| 2.18686| 1.21290| 1.14464| 0.91045| 1.48203| 1.13495| 1.46360| 1.09383| 0.81704| 0.59783|0.33596| 0.22587|0.47666| 0.29990|0.48678| 0.29213|0.25350| 0.14881|0.18472| 0.11705|0.29456| 0.18820|0.30954| 0.19335|0.14002| 0.07985|0.35502|0.34330|0.22975|0.22479
 30.0|1.0|0.1|0.2|0.10000|0.12804|0.03647| 4.40096| 3.06976| 4.46668| 2.91781| 4.19208| 2.61511| 2.88997| 1.59174| 1.89033| 1.50091| 2.27667| 1.73003| 2.18953| 1.61418| 1.17811| 0.84905|0.65170| 0.47443|0.86487| 0.57362|0.85024| 0.53831|0.39435| 0.25830|0.37293| 0.27535|0.54681| 0.39237|0.54900| 0.38213|0.21742| 0.15023|0.55858|0.56609|0.30520|0.32822
 30.0|1.5|0.1|0.2|0.00001|0.00022|0.00563| 0.25029| 0.13376| 0.36592| 0.19147| 0.38846| 0.19696| 0.24989| 0.10438| 0.01071| 0.00320| 0.02873| 0.00863| 0.03983| 0.01107| 0.02947| 0.00080|0.00030| 0.00007|0.00091| 0.00020|0.00142| 0.00026|0.00155| 0.00003|0.00010| 0.00003|0.00033| 0.00007|0.00055| 0.00009|0.00068| 0.00002|0.04258|0.03916|0.03168|0.02715
 30.0|1.5|0.1|0.2|0.00010|0.00130|0.00822| 1.18467| 0.77807| 1.41940| 0.86664| 1.37497| 0.81743| 0.76556| 0.42960| 0.11726| 0.07409| 0.24048| 0.17043| 0.27575| 0.19809| 0.14219| 0.07815|0.00567|-0.00026|0.01322|-0.00092|0.01700|-0.00162|0.01290|-0.00230|0.00216|-0.00007|0.00578|-0.00033|0.00809|-0.00070|0.00644|-0.00083|0.20919|0.20233|0.12400|0.11674
 30.0|1.5|0.1|0.2|0.00050|0.00455|0.01046| 2.66336| 1.78058| 2.97650| 1.88743| 2.77888| 1.72141| 1.43966| 0.85471| 0.43015| 0.34887| 0.73258| 0.60209| 0.76514| 0.61869| 0.34933| 0.25909|0.03377| 0.00953|0.06695| 0.02263|0.07741| 0.02633|0.04594| 0.00767|0.01403| 0.00335|0.03257| 0.00863|0.04036| 0.01037|0.02328| 0.00165|0.49356|0.48774|0.26108|0.25462
 30.0|1.5|0.1|0.2|0.00100|0.00751|0.01167| 3.60287| 2.42489| 3.93492| 2.52777| 3.63090| 2.28047| 1.86799| 1.12386| 0.67529| 0.57289| 1.09624| 0.90935| 1.11701| 0.90416| 0.49024| 0.37797|0.06949| 0.03363|0.12824| 0.06689|0.14184| 0.07266|0.07597| 0.02845|0.03017| 0.01290|0.06513| 0.03021|0.07655| 0.03502|0.03837| 0.01027|0.68440|0.68503|0.34557|0.34330
 30.0|1.5|0.1|0.2|0.00500|0.02359|0.01752| 6.84185| 4.72440| 7.11190| 4.70686| 6.42352| 4.15590| 3.28979| 2.01938| 1.76285| 1.52211| 2.59589| 2.12442| 2.51133| 2.00096| 1.02083| 0.79371|0.23649| 0.16457|0.38970| 0.25926|0.41320| 0.25990|0.19935| 0.11224|0.11382| 0.07202|0.21264| 0.13897|0.23510| 0.14900|0.10173| 0.05156|1.30948|1.35894|0.62191|0.64467
 30.0|1.5|0.1|0.2|0.01000|0.03748|0.02235| 8.13496| 5.83516| 8.33780| 5.74469| 7.52547| 5.05865| 3.99726| 2.46504| 2.50556| 2.14308| 3.45654| 2.81358| 3.28581| 2.60148| 1.32039| 1.02035|0.39038| 0.27941|0.62144| 0.40889|0.64376| 0.39992|0.28574| 0.16837|0.19143| 0.12993|0.34394| 0.23152|0.37048| 0.23987|0.14533| 0.08154|1.68853|1.78912|0.80325|0.85642
 30.0|1.5|0.1|0.2|0.10000|0.14340|0.05335|12.61157|10.18503|12.24594| 9.51315|11.05613| 8.29429| 6.61434| 4.27950| 5.73526| 4.98594| 6.87542| 5.69850| 6.35825| 5.09561| 2.55015| 1.93921|1.34503| 0.99959|1.96715| 1.30972|1.91818| 1.21719|0.65626| 0.43067|0.67510| 0.50818|1.10886| 0.79529|1.11015| 0.76881|0.31908| 0.21740|2.62432|3.03653|1.29406|1.46118
 30.0|0.8|0.2|0.2|0.00001|0.00020|0.01070| 0.26727| 0.15322| 0.38007| 0.21496| 0.41727| 0.22575| 0.35510| 0.15548| 0.01071| 0.00383| 0.03233| 0.01128| 0.04964| 0.01636| 0.04730| 0.00657|0.00016| 0.00005|0.00054| 0.00016|0.00095| 0.00023|0.00133| 0.00011|0.00005| 0.00002|0.00019| 0.00005|0.00033| 0.00008|0.00046| 0.00004|0.04785|0.03973|0.04732|0.03615
 30.0|0.8|0.2|0.2|0.00010|0.00146|0.01752| 0.84217| 0.71092| 0.98668| 0.76065| 1.00672| 0.73409| 0.79991| 0.51345| 0.12696| 0.07773| 0.25058| 0.18264| 0.29644| 0.22746| 0.21465| 0.13698|0.00827|-0.00054|0.02295|-0.00138|0.03296|-0.00216|0.03086|-0.00505|0.00291|-0.00018|0.00895|-0.00060|0.01413|-0.00115|0.01412|-0.00212|0.12259|0.11350|0.10763|0.09403
 30.0|0.8|0.2|0.2|0.00050|0.00657|0.02185| 1.38928| 1.28461| 1.53982| 1.30990| 1.52689| 1.23758| 1.17097| 0.86838| 0.35698| 0.30693| 0.54970| 0.52780| 0.59267| 0.58050| 0.40279| 0.37218|0.05738| 0.02444|0.11643| 0.05870|0.13841| 0.07437|0.10223| 0.04151|0.02308| 0.00896|0.05772| 0.02369|0.07579| 0.03158|0.05416| 0.01422|0.19329|0.18339|0.16202|0.14723
 30.0|0.8|0.2|0.2|0.00100|0.01203|0.02392| 1.62583| 1.55938| 1.76735| 1.56410| 1.73731| 1.46721| 1.32252| 1.03008| 0.48639| 0.46176| 0.70043| 0.71753| 0.73582| 0.76267| 0.49058| 0.49137|0.10230| 0.05718|0.18370| 0.12360|0.20757| 0.14750|0.14373| 0.08561|0.04491| 0.02206|0.09975| 0.05476|0.12193| 0.06997|0.07847| 0.03322|0.21745|0.21054|0.17783|0.16750
 30.0|0.8|0.2|0.2|0.00500|0.04141|0.03084| 2.17949| 2.26102| 2.28425| 2.20843| 2.20498| 2.04105| 1.65109| 1.41878| 0.84156| 0.91838| 1.08005| 1.20865| 1.08606| 1.21952| 0.70186| 0.78832|0.26588| 0.21944|0.38200| 0.35489|0.39921| 0.37720|0.24919| 0.22407|0.14509| 0.09962|0.24057| 0.19445|0.26022| 0.22161|0.14572| 0.10926|0.27151|0.28260|0.20491|0.22058
 30.0|0.8|0.2|0.2|0.01000|0.06240|0.03491| 2.41865| 2.58324| 2.50129| 2.50197| 2.39542| 2.29958| 1.77365| 1.58651| 0.98613| 1.11842| 1.23093| 1.41962| 1.22559| 1.41559| 0.78938| 0.91705|0.34673| 0.31566|0.47836| 0.47437|0.49248| 0.49278|0.30094| 0.29588|0.20008| 0.15400|0.30892| 0.27712|0.32730| 0.30693|0.17901| 0.15580|0.29319|0.31732|0.21024|0.24241
 30.0|0.8|0.2|0.2|0.10000|0.17355|0.05453| 3.08586| 3.63742| 3.06769| 3.44164| 2.88223| 3.12651| 2.08209| 2.12830| 1.48832| 1.83442| 1.72723| 2.14758| 1.67396| 2.08359| 1.05373| 1.34007|0.64076| 0.72318|0.79225| 0.90882|0.78853| 0.89819|0.46170| 0.55400|0.41030| 0.44151|0.54774| 0.62866|0.55443| 0.64589|0.28705| 0.34556|0.34864|0.42917|0.21752|0.30479
 30.0|1.0|0.2|0.2|0.00001|0.00021|0.01036| 0.25498| 0.14341| 0.36664| 0.21020| 0.40315| 0.22333| 0.33211| 0.14833| 0.01043| 0.00329| 0.03099| 0.00955| 0.04686| 0.01353| 0.04326| 0.00388|0.00019| 0.00005|0.00063| 0.00015|0.00111| 0.00022|0.00157| 0.00008|0.00006| 0.00002|0.00022| 0.00005|0.00039| 0.00008|0.00057| 0.00003|0.04900|0.04239|0.04637|0.03736
 30.0|1.0|0.2|0.2|0.00010|0.00153|0.01670| 0.93266| 0.78831| 1.09326| 0.84770| 1.09646| 0.81209| 0.79979| 0.53376| 0.12540| 0.07621| 0.25201| 0.18274| 0.29725| 0.22684| 0.20092| 0.12293|0.00733|-0.00102|0.01970|-0.00290|0.02771|-0.00450|0.02560|-0.00638|0.00261|-0.00034|0.00789|-0.00111|0.01228|-0.00192|0.01218|-0.00246|0.14663|0.13797|0.11852|0.10553
 30.0|1.0|0.2|0.2|0.00050|0.00653|0.02106| 1.64198| 1.52299| 1.80731| 1.54870| 1.76148| 1.44915| 1.24463| 0.96091| 0.38481| 0.33353| 0.60945| 0.58909| 0.65217| 0.64408| 0.40803| 0.37857|0.05220| 0.02035|0.10641| 0.04946|0.12666| 0.06252|0.09075| 0.03164|0.02099| 0.00734|0.05204| 0.01944|0.06806| 0.02567|0.04734| 0.01011|0.24928|0.24184|0.18722|0.17455
 30.0|1.0|0.2|0.2|0.00100|0.01168|0.02331| 1.96842| 1.89380| 2.12760| 1.90162| 2.05745| 1.76826| 1.45115| 1.17094| 0.54652| 0.52032| 0.80616| 0.82779| 0.83982| 0.87417| 0.51659| 0.51935|0.09563| 0.05155|0.17491| 0.11334|0.19856| 0.13553|0.13420| 0.07444|0.04149| 0.01958|0.09290| 0.04909|0.11410| 0.06266|0.07204| 0.02776|0.30561|0.30161|0.22071|0.21138
 30.0|1.0|0.2|0.2|0.00500|0.03915|0.03057| 2.82267| 2.91427| 2.95217| 2.85639| 2.80562| 2.61873| 1.94193| 1.72066| 1.02348| 1.11826| 1.34430| 1.50569| 1.34376| 1.50935| 0.81137| 0.91273|0.28432| 0.23460|0.42342| 0.38875|0.44449| 0.41297|0.26536| 0.23215|0.14927| 0.10360|0.25764| 0.20724|0.28095| 0.23607|0.15070| 0.10921|0.43453|0.45027|0.29004|0.30566
 30.0|1.0|0.2|0.2|0.01000|0.05891|0.03486| 3.19705| 3.41018| 3.29164| 3.30128| 3.10500| 3.00572| 2.13586| 1.96683| 1.24030| 1.40223| 1.58808| 1.82682| 1.57099| 1.80829| 0.94267| 1.09061|0.37354| 0.33715|0.53609| 0.52181|0.55690| 0.54377|0.32712| 0.31096|0.20814| 0.15917|0.33515| 0.29552|0.35960| 0.32911|0.18868| 0.15752|0.46886|0.49983|0.30013|0.33443
 30.0|1.0|0.2|0.2|0.10000|0.18096|0.05877| 4.44965| 5.20238| 4.40224| 4.89849| 4.05672| 4.38840| 2.71732| 2.81975| 2.12153| 2.57232| 2.48280| 3.03096| 2.37101| 2.89515| 1.38199| 1.72719|0.82492| 0.90173|1.04984| 1.15448|1.04133| 1.13377|0.57152| 0.65940|0.50911| 0.52775|0.70784| 0.77858|0.71563| 0.79756|0.34333| 0.39506|0.60806|0.71792|0.33309|0.44080
 30.0|1.5|0.2|0.2|0.00001|0.00027|0.00873| 0.18562| 0.08481| 0.28016| 0.14573| 0.30884| 0.15934| 0.22764| 0.08473| 0.00825| 0.00151| 0.02312| 0.00404| 0.03370| 0.00500| 0.02971|-0.00171|0.00025| 0.00004|0.00081| 0.00010|0.00135| 0.00013|0.00178|-0.00002|0.00009| 0.00001|0.00029| 0.00004|0.00051| 0.00005|0.00075| 0.00000|0.04740|0.04160|0.03929|0.03185
 30.0|1.5|0.2|0.2|0.00010|0.00162|0.01449| 1.10170| 0.93066| 1.32724| 1.04784| 1.28408| 0.98574| 0.71958| 0.51446| 0.10862| 0.06530| 0.23008| 0.16267| 0.26967| 0.19832| 0.15159| 0.07564|0.00546|-0.00024|0.01341|-0.00109|0.01797|-0.00231|0.01561|-0.00351|0.00202|-0.00006|0.00568|-0.00033|0.00837|-0.00078|0.00781|-0.00118|0.24938|0.24620|0.15143|0.14414
 30.0|1.5|0.2|0.2|0.00050|0.00568|0.01902| 2.55194| 2.34310| 2.85204| 2.47022| 2.66607| 2.25786| 1.42470| 1.17880| 0.44010| 0.38378| 0.76400| 0.73617| 0.80220| 0.79005| 0.38535| 0.34459|0.03438| 0.00829|0.07182| 0.02169|0.08639| 0.02718|0.05809| 0.00598|0.01385| 0.00285|0.03383| 0.00746|0.04413| 0.00914|0.02983| 0.00019|0.60217|0.61820|0.32768|0.32623
 30.0|1.5|0.2|0.2|0.00100|0.00951|0.02102| 3.44750| 3.27171| 3.76905| 3.38564| 3.47874| 3.05788| 1.81680| 1.57162| 0.71572| 0.68323| 1.14776| 1.17781| 1.16609| 1.21534| 0.54439| 0.54113|0.06890| 0.03079|0.13323| 0.07197|0.15325| 0.08622|0.09465| 0.03601|0.02905| 0.01115|0.06611| 0.02850|0.08183| 0.03569|0.04884| 0.01104|0.83552|0.87465|0.43904|0.44568
 30.0|1.5|0.2|0.2|0.00500|0.03049|0.02926| 6.48278| 6.61512| 6.78611| 6.58161| 6.11697| 5.80924| 3.12627| 2.92923| 1.82662| 1.98471| 2.61491| 2.92583| 2.52998| 2.83674| 1.13166| 1.25903|0.28104| 0.22362|0.46006| 0.40117|0.48874| 0.42818|0.25702| 0.20185|0.13369| 0.09169|0.25448| 0.19607|0.28309| 0.22379|0.13570| 0.08555|1.61243|1.77229|0.78270|0.83772
 30.0|1.5|0.2|0.2|0.01000|0.04863|0.03531| 8.18716| 8.57459| 8.35897| 8.33596| 7.46812| 7.29955| 3.80928| 3.69875| 2.59507| 2.92287| 3.56312| 4.09725| 3.38516| 3.88341| 1.48786| 1.69281|0.43077| 0.37829|0.68721| 0.63735|0.72415| 0.66819|0.37066| 0.32343|0.21521| 0.16366|0.38794| 0.32881|0.42552| 0.36857|0.19651| 0.14750|1.98891|2.23265|0.94626|1.03680
 30.0|1.5|0.2|0.2|0.10000|0.20268|0.08022|13.08177|16.19671|12.50745|15.00938|11.12441|13.02356| 6.51803| 6.98130| 6.58298| 7.95188| 7.63587| 9.27075| 7.00712| 8.41630| 3.16596| 3.75108|1.74976| 1.79858|2.45669| 2.46113|2.42270| 2.37852|1.02982| 1.06742|0.93988| 0.91585|1.48498| 1.49829|1.50790| 1.52402|0.54816| 0.55790|3.04521|3.72204|1.45369|1.72896
 60.0|0.8|0.1|0.1|0.00001|0.00012|0.00532| 0.43798| 0.27199| 0.57274| 0.32610| 0.57126| 0.31690| 0.31599| 0.16850| 0.01633| 0.01153| 0.04453| 0.02981| 0.05942| 0.03705| 0.03172| 0.01053|0.00024| 0.00020|0.00070| 0.00053|0.00098| 0.00068|0.00060| 0.00019|0.00008| 0.00007|0.00024| 0.00018|0.00033| 0.00023|0.00020| 0.00006|0.05985|0.05583|0.04018|0.03569
 60.0|0.8|0.1|0.1|0.00010|0.00075|0.00774| 1.30663| 0.83855| 1.43889| 0.86095| 1.36059| 0.79236| 0.77564| 0.43952| 0.18297| 0.14091| 0.34694| 0.27052| 0.37666| 0.29062| 0.17945| 0.11812|0.00477| 0.00056|0.01309| 0.00144|0.01794| 0.00138|0.01232|-0.00126|0.00167| 0.00020|0.00485| 0.00045|0.00705| 0.00034|0.00505|-0.00044|0.14826|0.14004|0.08714|0.07982
 60.0|0.8|0.1|0.1|0.00050|0.00321|0.00985| 2.18652| 1.39221| 2.31081| 1.38801| 2.15563| 1.25878| 1.25993| 0.70735| 0.51386| 0.42087| 0.79878| 0.62004| 0.81098| 0.60920| 0.38156| 0.27501|0.05074| 0.02827|0.10201| 0.05498|0.11492| 0.05926|0.05951| 0.02111|0.01979| 0.01080|0.04773| 0.02463|0.05827| 0.02819|0.02783| 0.00765|0.22346|0.21323|0.12534|0.11696
 60.0|0.8|0.1|0.1|0.00100|0.00603|0.01101| 2.56735| 1.65211| 2.66439| 1.62174| 2.46666| 1.46175| 1.46640| 0.82641| 0.72892| 0.58794| 1.05390| 0.79696| 1.04404| 0.76580| 0.49401| 0.35292|0.09892| 0.06270|0.18040| 0.11000|0.19767| 0.11398|0.09779| 0.04593|0.04159| 0.02529|0.09134| 0.05426|0.10632| 0.06059|0.04698| 0.01877|0.29156|0.27634|0.15702|0.14619
 60.0|0.8|0.1|0.1|0.00500|0.02372|0.01675| 3.36450| 2.24061| 3.43467| 2.16496| 3.18091| 1.93418| 1.98269| 1.07773| 1.31126| 0.99158| 1.65894| 1.18683| 1.58780| 1.10348| 0.74231| 0.50867|0.32728| 0.21990|0.49618| 0.29570|0.50029| 0.27962|0.20845| 0.11204|0.15920| 0.10493|0.28271| 0.17754|0.29652| 0.17745|0.10466| 0.05317|0.47845|0.44390|0.23747|0.22340
 60.0|0.8|0.1|0.1|0.01000|0.03956|0.02044| 3.75363| 2.50803| 3.76979| 2.39341| 3.46875| 2.12685| 2.17430| 1.17707| 1.56683| 1.16889| 1.92130| 1.35372| 1.82173| 1.24437| 0.84500| 0.56762|0.43233| 0.28561|0.62381| 0.36613|0.61599| 0.34144|0.24601| 0.13497|0.22020| 0.14361|0.36548| 0.22789|0.37242| 0.22268|0.12371| 0.06676|0.55587|0.51833|0.27298|0.25893
 60.0|0.8|0.1|0.1|0.10000|0.13084|0.03618| 4.61710| 3.09465| 4.59059| 2.93402| 4.20875| 2.58372| 2.68692| 1.37066| 1.95094| 1.38141| 2.32519| 1.57275| 2.20105| 1.43640| 1.06097| 0.66454|0.56257| 0.37615|0.80675| 0.48061|0.79422| 0.45075|0.29775| 0.17661|0.28763| 0.20203|0.45354| 0.30387|0.45796| 0.29548|0.15325| 0.09554|0.58625|0.58149|0.27500|0.28623
 60.0|1.0|0.1|0.1|0.00001|0.00011|0.00510| 0.34861| 0.21184| 0.46044| 0.26213| 0.45833| 0.25507| 0.24530| 0.12331| 0.01292| 0.00804| 0.03491| 0.02044| 0.04611| 0.02458| 0.02514| 0.00520|0.00021| 0.00015|0.00061| 0.00041|0.00086| 0.00051|0.00061| 0.00012|0.00007| 0.00005|0.00021| 0.00014|0.00029| 0.00017|0.00021| 0.00004|0.05338|0.05024|0.03386|0.03037
 60.0|1.0|0.1|0.1|0.00010|0.00068|0.00720| 1.19732| 0.77809| 1.33295| 0.81282| 1.25101| 0.74532| 0.65294| 0.37681| 0.15023| 0.11162| 0.28848| 0.22109| 0.31151| 0.23723| 0.13825| 0.08364|0.00407| 0.00033|0.01080| 0.00064|0.01439| 0.00023|0.00974|-0.00134|0.00143| 0.00012|0.00411| 0.00021|0.00588| 0.00001|0.00422|-0.00042|0.15513|0.14856|0.08307|0.07773
 60.0|1.0|0.1|0.1|0.00050|0.00331|0.00935| 2.26350| 1.47565| 2.38419| 1.48135| 2.18784| 1.33017| 1.16873| 0.67951| 0.50314| 0.41474| 0.79333| 0.62432| 0.79591| 0.60695| 0.34240| 0.24656|0.04603| 0.02259|0.08973| 0.04442|0.09983| 0.04756|0.05022| 0.01504|0.01833| 0.00846|0.04284| 0.01937|0.05128| 0.02191|0.02395| 0.00507|0.29584|0.28534|0.14170|0.13615
 60.0|1.0|0.1|0.1|0.00100|0.00520|0.00997| 2.64858| 1.73556| 2.74173| 1.71950| 2.50843| 1.53771| 1.37906| 0.80262| 0.67046| 0.55010| 1.00789| 0.77886| 0.99476| 0.74609| 0.42403| 0.30738|0.07290| 0.04138|0.13408| 0.07728|0.14698| 0.08096|0.07035| 0.02836|0.03078| 0.01596|0.06713| 0.03574|0.07783| 0.04008|0.03384| 0.01063|0.35939|0.34605|0.17300|0.16566
